date_string,cb_to_usd,et_to_usd
"2021 Mar 28, Sunday",55821.59,1686.06
"2021 Mar 29, Monday",57630.72,1822.18
"2021 Mar 30, Tuesday",58800.0,1843.23
"2021 Mar 31, Wednesday",58837.71,1931.27
"2021 Apr 01, Thursday",58768.84,1967.8
"2021 Apr 02, Friday",59019.55,2136.43
"2021 Apr 03, Saturday",56731.0,2001.48
"2021 Apr 04, Sunday",58266.39,2078.46
"2021 Apr 05, Monday",59200.0,2114.0
"2021 Apr 06, Tuesday",58018.31,2114.08
"2021 Apr 07, Wednesday",55962.11,1967.5
"2021 Apr 08, Thursday",58108.65,2078.71
"2021 Apr 09, Friday",58126.14,2066.74
"2021 Apr 10, Saturday",60039.35,2141.08
"2021 Apr 11, Sunday",60133.37,2155.59
"2021 Apr 12, Monday",59903.04,2143.02
"2021 Apr 13, Tuesday",63660.94,2302.16
"2021 Apr 14, Wednesday",63283.43,2441.82
"2021 Apr 15, Thursday",63346.93,2523.57
"2021 Apr 16, Friday",61486.08,2435.91
"2021 Apr 17, Saturday",60199.33,2326.18
"2021 Apr 18, Sunday",56351.2,2250.23
"2021 Apr 19, Monday",55797.39,2174.98
"2021 Apr 20, Tuesday",56514.9,2340.3
"2021 Apr 21, Wednesday",53919.48,2366.63
"2021 Apr 22, Thursday",51653.27,2400.67
"2021 Apr 23, Friday",51231.69,2369.2
"2021 Apr 24, Saturday",50167.5,2223.06
"2021 Apr 25, Sunday",49272.06,2325.68
"2021 Apr 26, Monday",53969.71,2534.84
"2021 Apr 27, Tuesday",55120.81,2671.82
"2021 Apr 28, Wednesday",54964.11,2750.99
"2021 Apr 29, Thursday",53562.87,2759.45
"2021 Apr 30, Friday",57640.17,2774.28
"2021 May 01, Saturday",57868.94,2949.25
"2021 May 02, Sunday",56631.64,2954.69
"2021 May 03, Monday",57213.29,3443.2
"2021 May 04, Tuesday",53128.68,3234.14
"2021 May 05, Wednesday",57518.01,3530.78
"2021 May 06, Thursday",56485.77,3498.91
"2021 May 07, Friday",57373.88,3484.32
"2021 May 08, Saturday",59045.17,3914.68
"2021 May 09, Sunday",58410.34,3927.47
"2021 May 10, Monday",55936.77,3946.96
"2021 May 11, Tuesday",56719.0,4172.5
"2021 May 12, Wednesday",49095.57,3800.24
"2021 May 13, Thursday",49635.45,3708.95
"2021 May 14, Friday",49923.92,4075.0
"2021 May 15, Saturday",46984.74,3661.78
"2021 May 16, Sunday",46523.31,3585.0
"2021 May 17, Monday",43768.74,3303.64
"2021 May 18, Tuesday",42989.8,3384.53
"2021 May 19, Wednesday",37236.61,2498.21
"2021 May 20, Thursday",40749.78,2781.18
"2021 May 21, Friday",37425.0,2441.27
"2021 May 22, Saturday",37383.34,2289.32
"2021 May 23, Sunday",34927.4,2115.75
"2021 May 24, Monday",38725.06,2635.6
"2021 May 25, Tuesday",38370.0,2719.56
"2021 May 26, Wednesday",39213.41,2883.3
"2021 May 27, Thursday",38368.17,2736.07
"2021 May 28, Friday",35770.0,2408.55
"2021 May 29, Saturday",34621.64,2284.03
"2021 May 30, Sunday",35545.27,2373.63
"2021 May 31, Monday",37153.71,2693.13
"2021 Jun 01, Tuesday",36764.58,2642.8
"2021 Jun 02, Wednesday",37501.36,2697.54
"2021 Jun 03, Thursday",39215.09,2852.47
"2021 Jun 04, Friday",36895.48,2700.28
"2021 Jun 05, Saturday",35565.0,2632.46
"2021 Jun 06, Sunday",35873.42,2718.68
"2021 Jun 07, Monday",33816.09,2607.99
"2021 Jun 08, Tuesday",33432.26,2517.31
"2021 Jun 09, Wednesday",37357.02,2605.45
"2021 Jun 10, Thursday",36717.51,2471.75
"2021 Jun 11, Friday",37282.15,2352.62
"2021 Jun 12, Saturday",35609.66,2375.04
"2021 Jun 13, Sunday",39122.03,2515.99
"2021 Jun 14, Monday",40496.92,2583.31
"2021 Jun 15, Tuesday",40093.93,2540.95
"2021 Jun 16, Wednesday",38394.4,2371.48
"2021 Jun 17, Thursday",38027.63,2369.15
"2021 Jun 18, Friday",35777.39,2232.12
"2021 Jun 19, Saturday",35498.24,2165.28
"2021 Jun 20, Sunday",35565.82,2252.06
"2021 Jun 21, Monday",31686.69,1893.57
"2021 Jun 22, Tuesday",32508.26,1880.01
"2021 Jun 23, Wednesday",33688.35,1967.68
"2021 Jun 24, Thursday",34695.34,1992.53
"2021 Jun 25, Friday",31704.87,1816.76
"2021 Jun 26, Saturday",32265.95,1827.9
"2021 Jun 27, Sunday",34596.99,1972.13
"2021 Jun 28, Monday",34541.8,2086.88
"2021 Jun 29, Tuesday",35928.75,2166.79
"2021 Jun 30, Wednesday",34995.83,2271.51
"2021 Jul 01, Thursday",33538.49,2109.49
"2021 Jul 02, Friday",33832.49,2159.59
"2021 Jul 03, Saturday",34633.93,2225.09
"2021 Jul 04, Sunday",35126.9,2317.36
"2021 Jul 05, Monday",33673.22,2196.72
"2021 Jul 06, Tuesday",34193.9,2318.88
"2021 Jul 07, Wednesday",33791.0,2312.0
"2021 Jul 08, Thursday",32878.23,2120.0
"2021 Jul 09, Friday",33766.87,2144.22
"2021 Jul 10, Saturday",33547.19,2115.97
"2021 Jul 11, Sunday",34236.21,2139.11
"2021 Jul 12, Monday",33096.86,2031.89
"2021 Jul 13, Tuesday",32768.54,1942.31
"2021 Jul 14, Wednesday",32817.18,1994.55
"2021 Jul 15, Thursday",31891.09,1922.22
"2021 Jul 16, Friday",31408.78,1877.15
"2021 Jul 17, Saturday",31503.78,1897.62
"2021 Jul 18, Sunday",31753.02,1888.6
"2021 Jul 19, Monday",30849.9,1819.01
"2021 Jul 20, Tuesday",29788.61,1787.57
"2021 Jul 21, Wednesday",32086.04,1993.44
"2021 Jul 22, Thursday",32327.95,2027.56
"2021 Jul 23, Friday",33700.0,2125.21
"2021 Jul 24, Saturday",34275.43,2186.55
"2021 Jul 25, Sunday",35368.57,2185.75
"2021 Jul 26, Monday",37269.12,2230.62
"2021 Jul 27, Tuesday",39381.82,2295.42
"2021 Jul 28, Wednesday",40031.56,2300.69
"2021 Jul 29, Thursday",40024.94,2386.87
"2021 Jul 30, Friday",42188.95,2455.93
"2021 Jul 31, Saturday",41472.42,2533.76
"2021 Aug 01, Sunday",39816.76,2549.86
"2021 Aug 02, Monday",39146.69,2604.15
"2021 Aug 03, Tuesday",38207.27,2512.23
"2021 Aug 04, Wednesday",39730.0,2727.9
"2021 Aug 05, Thursday",40893.75,2828.09
"2021 Aug 06, Friday",42827.76,2887.26
"2021 Aug 07, Saturday",44488.87,3151.21
"2021 Aug 08, Sunday",43933.26,3019.56
"2021 Aug 09, Monday",46208.5,3157.59
"2021 Aug 10, Tuesday",45565.76,3142.57
"2021 Aug 11, Wednesday",45482.95,3154.69
"2021 Aug 12, Thursday",44454.37,3048.33
"2021 Aug 13, Friday",47765.41,3319.61
"2021 Aug 14, Saturday",47134.61,3267.55
"2021 Aug 15, Sunday",47090.0,3317.24
"2021 Aug 16, Monday",45930.71,3146.98
"2021 Aug 17, Tuesday",44718.51,3017.66
"2021 Aug 18, Wednesday",44735.2,3019.48
"2021 Aug 19, Thursday",46736.74,3184.22
"2021 Aug 20, Friday",49350.99,3282.72
"2021 Aug 21, Saturday",48896.95,3228.1
"2021 Aug 22, Sunday",49328.47,3243.0
"2021 Aug 23, Monday",49464.66,3325.85
"2021 Aug 24, Tuesday",47770.4,3178.5
"2021 Aug 25, Wednesday",48985.05,3227.18
"2021 Aug 26, Thursday",46770.6,3083.02
"2021 Aug 27, Friday",49082.04,3275.77
"2021 Aug 28, Saturday",48963.41,3248.86
"2021 Aug 29, Sunday",48770.78,3226.57
"2021 Aug 30, Monday",46924.16,3222.83
"2021 Aug 31, Tuesday",47065.73,3418.48
"2021 Sep 01, Wednesday",48889.19,3825.37
"2021 Sep 02, Thursday",49273.33,3791.12
"2021 Sep 03, Friday",49919.31,3934.62
"2021 Sep 04, Saturday",49949.07,3888.44
"2021 Sep 05, Sunday",51782.76,3949.59
"2021 Sep 06, Monday",52691.2,3927.68
"2021 Sep 07, Tuesday",46943.82,3447.17
"2021 Sep 08, Wednesday",46022.48,3497.79
"2021 Sep 09, Thursday",46414.58,3426.51
"2021 Sep 10, Friday",44897.75,3213.69
"2021 Sep 11, Saturday",45127.48,3261.38
"2021 Sep 12, Sunday",46010.13,3400.11
"2021 Sep 13, Monday",44969.02,3285.98
"2021 Sep 14, Tuesday",47096.48,3438.91
"2021 Sep 15, Wednesday",48106.71,3614.91
"2021 Sep 16, Thursday",47772.7,3569.98
"2021 Sep 17, Friday",47337.8,3401.91
"2021 Sep 18, Saturday",48300.04,3433.84
"2021 Sep 19, Sunday",47270.75,3335.35
"2021 Sep 20, Monday",42991.14,2972.12
"2021 Sep 21, Tuesday",40656.13,2760.37
"2021 Sep 22, Wednesday",43544.09,3074.42
"2021 Sep 23, Thursday",44892.71,3154.94
"2021 Sep 24, Friday",42816.65,2928.07
"2021 Sep 25, Saturday",42682.26,2921.68
"2021 Sep 26, Sunday",43142.04,3057.84
"2021 Sep 27, Monday",42214.52,2924.28
"2021 Sep 28, Tuesday",41006.19,2807.41
"2021 Sep 29, Wednesday",41522.49,2848.92
"2021 Sep 30, Thursday",43834.03,2999.89
"2021 Oct 01, Friday",48145.34,3311.46
"2021 Oct 02, Saturday",47692.85,3395.27
"2021 Oct 03, Sunday",48179.83,3416.92
"2021 Oct 04, Monday",49248.68,3385.32
"2021 Oct 05, Tuesday",51441.74,3515.66
"2021 Oct 06, Wednesday",55278.64,3573.84
"2021 Oct 07, Thursday",53844.74,3591.7
"2021 Oct 08, Friday",53983.21,3563.27
"2021 Oct 09, Saturday",54951.3,3571.7
"2021 Oct 10, Sunday",54655.3,3414.0
"2021 Oct 11, Monday",57440.05,3540.34
"2021 Oct 12, Tuesday",56019.29,3490.47
"2021 Oct 13, Wednesday",57372.59,3610.86
"2021 Oct 14, Thursday",57327.09,3792.2
"2021 Oct 15, Friday",61682.48,3868.72
"2021 Oct 16, Saturday",60880.85,3825.32
"2021 Oct 17, Sunday",61541.01,3854.37
"2021 Oct 18, Monday",62036.95,3748.31
"2021 Oct 19, Tuesday",64353.53,3887.87
"2021 Oct 20, Wednesday",66005.17,4161.88
"2021 Oct 21, Thursday",62152.09,4054.46
"2021 Oct 22, Friday",60671.75,3971.27
"2021 Oct 23, Saturday",61308.09,4172.78
"2021 Oct 24, Sunday",60889.41,4089.07
"2021 Oct 25, Monday",63102.83,4223.76
"2021 Oct 26, Tuesday",60341.21,4132.98
"2021 Oct 27, Wednesday",58517.61,3932.68
"2021 Oct 28, Thursday",60577.62,4289.52
"2021 Oct 29, Friday",62316.4,4426.66
"2021 Oct 30, Saturday",62062.88,4328.81
"2021 Oct 31, Sunday",61333.45,4293.97
"2021 Nov 01, Monday",60950.0,4324.21
"2021 Nov 02, Tuesday",63357.2,4598.0
"2021 Nov 03, Wednesday",62944.4,4605.6
"2021 Nov 04, Thursday",61499.24,4538.27
"2021 Nov 05, Friday",61000.01,4475.88
"2021 Nov 06, Saturday",61539.3,4520.32
"2021 Nov 07, Sunday",63433.66,4620.81
"2021 Nov 08, Monday",67510.06,4805.95
"2021 Nov 09, Tuesday",66967.98,4734.07
"2021 Nov 10, Wednesday",64896.86,4627.14
"2021 Nov 11, Thursday",64793.69,4720.32
"2021 Nov 12, Friday",64158.51,4668.34
"2021 Nov 13, Saturday",64482.54,4640.01
"2021 Nov 14, Sunday",65714.05,4633.47
"2021 Nov 15, Monday",63441.68,4555.68
"2021 Nov 16, Tuesday",60147.32,4214.97
"2021 Nov 17, Wednesday",60314.28,4289.42
"2021 Nov 18, Thursday",57017.38,4009.87
"2021 Nov 19, Friday",58187.85,4303.6
"2021 Nov 20, Saturday",59771.71,4416.39
"2021 Nov 21, Sunday",58742.9,4265.87
"2021 Nov 22, Monday",56254.57,4082.89
"2021 Nov 23, Tuesday",57599.99,4342.22
"2021 Nov 24, Wednesday",57255.24,4274.4
"2021 Nov 25, Thursday",59022.44,4533.83
"2021 Nov 26, Friday",53839.39,4053.42
"2021 Nov 27, Saturday",54665.93,4090.52
"2021 Nov 28, Sunday",57471.87,4306.5
"2021 Nov 29, Monday",57828.33,4449.06
"2021 Nov 30, Tuesday",56879.47,4622.21
"2021 Dec 01, Wednesday",57228.47,4589.23
"2021 Dec 02, Thursday",56566.29,4518.77
"2021 Dec 03, Friday",53681.96,4209.81
"2021 Dec 04, Saturday",49335.0,4131.71
"2021 Dec 05, Sunday",49511.76,4209.15
"2021 Dec 06, Monday",50588.91,4360.9
"2021 Dec 07, Tuesday",50676.09,4317.13
"2021 Dec 08, Wednesday",50531.51,4443.0
"2021 Dec 09, Thursday",47639.07,4120.72
"2021 Dec 10, Friday",47268.48,3906.03
"2021 Dec 11, Saturday",49432.46,4088.79
"2021 Dec 12, Sunday",50065.39,4129.63
"2021 Dec 13, Monday",46639.86,3778.54
"2021 Dec 14, Tuesday",48343.16,3858.81
"2021 Dec 15, Wednesday",48885.97,4027.77
"2021 Dec 16, Thursday",47605.48,3957.69
"2021 Dec 17, Friday",46240.15,3884.87
"2021 Dec 18, Saturday",46813.13,3957.2
"2021 Dec 19, Sunday",46683.77,3929.81
"2021 Dec 20, Monday",46963.71,3960.9
"2021 Dec 21, Tuesday",48954.47,4021.41
"2021 Dec 22, Wednesday",48646.94,3986.37
"2021 Dec 23, Thursday",50840.46,4114.83
"2021 Dec 24, Friday",50815.7,4045.15
"2021 Dec 25, Saturday",50395.07,4093.56
"2021 Dec 26, Sunday",50841.73,4069.53
"2021 Dec 27, Monday",50663.26,4031.49
"2021 Dec 28, Tuesday",47594.55,3797.94
"2021 Dec 29, Wednesday",46518.8,3636.97
"2021 Dec 30, Thursday",47097.85,3706.97
"2021 Dec 31, Friday",46244.63,3683.47
"2022 Jan 01, Saturday",47748.83,3767.3
"2022 Jan 02, Sunday",47258.52,3825.69
"2022 Jan 03, Monday",46519.76,3772.86
"2022 Jan 04, Tuesday",45889.4,3787.96
"2022 Jan 05, Wednesday",43422.85,3535.85
"2022 Jan 06, Thursday",43133.33,3414.52
"2022 Jan 07, Friday",41656.16,3205.81
"2022 Jan 08, Saturday",41667.48,3078.22
"2022 Jan 09, Sunday",41838.78,3147.7
"2022 Jan 10, Monday",41872.47,3086.95
"2022 Jan 11, Tuesday",42771.24,3245.06
"2022 Jan 12, Wednesday",43884.25,3371.01
"2022 Jan 13, Thursday",42617.64,3243.46
"2022 Jan 14, Friday",43158.68,3318.23
"2022 Jan 15, Saturday",43082.34,3326.77
"2022 Jan 16, Sunday",43137.67,3353.92
"2022 Jan 17, Monday",42285.47,3214.95
"2022 Jan 18, Tuesday",42411.61,3167.32
"2022 Jan 19, Wednesday",41723.49,3092.91
"2022 Jan 20, Thursday",40696.22,3003.69
"2022 Jan 21, Friday",36513.29,2579.94
"2022 Jan 22, Saturday",35108.16,2410.82
"2022 Jan 23, Sunday",36233.04,2536.65
"2022 Jan 24, Monday",36643.49,2438.98
"2022 Jan 25, Tuesday",36976.64,2457.06
"2022 Jan 26, Wednesday",36838.9,2460.65
"2022 Jan 27, Thursday",37139.68,2423.04
"2022 Jan 28, Friday",37677.8,2544.13
"2022 Jan 29, Saturday",38166.62,2601.49
"2022 Jan 30, Sunday",37918.6,2604.74
"2022 Jan 31, Monday",38430.3,2685.4
"2022 Feb 01, Tuesday",38745.11,2791.84
"2022 Feb 02, Wednesday",36905.98,2682.79
"2022 Feb 03, Thursday",37238.31,2692.02
"2022 Feb 04, Friday",41545.39,2991.52
"2022 Feb 05, Saturday",41447.5,3020.24
"2022 Feb 06, Sunday",42496.61,3063.94
"2022 Feb 07, Monday",43897.96,3147.36
"2022 Feb 08, Tuesday",44147.59,3123.68
"2022 Feb 09, Wednesday",44402.94,3248.4
"2022 Feb 10, Thursday",43477.29,3070.27
"2022 Feb 11, Friday",42391.54,2923.61
"2022 Feb 12, Saturday",42217.48,2916.95
"2022 Feb 13, Sunday",42097.33,2878.58
"2022 Feb 14, Monday",42572.56,2932.01
"2022 Feb 15, Tuesday",44469.73,3179.37
"2022 Feb 16, Wednesday",43897.22,3126.97
"2022 Feb 17, Thursday",40553.82,2897.94
"2022 Feb 18, Friday",39993.11,2779.72
"2022 Feb 19, Saturday",40089.18,2761.28
"2022 Feb 20, Sunday",38426.4,2624.57
"2022 Feb 21, Monday",37075.4,2576.05
"2022 Feb 22, Tuesday",38261.46,2639.6
"2022 Feb 23, Wednesday",37225.0,2575.19
"2022 Feb 24, Thursday",38367.61,2601.52
"2022 Feb 25, Friday",39212.8,2769.95
"2022 Feb 26, Saturday",39138.21,2782.71
"2022 Feb 27, Sunday",37700.0,2615.92
"2022 Feb 28, Monday",43206.02,2922.52
"2022 Mar 01, Tuesday",44412.2,2973.53
"2022 Mar 02, Wednesday",43862.75,2943.2
"2022 Mar 03, Thursday",42432.0,2830.06
"2022 Mar 04, Friday",39205.77,2623.22
"2022 Mar 05, Saturday",39390.89,2664.23
"2022 Mar 06, Sunday",38432.11,2552.95
"2022 Mar 07, Monday",38004.69,2492.39
"2022 Mar 08, Tuesday",38724.21,2575.93
"2022 Mar 09, Wednesday",41985.86,2729.78
"2022 Mar 10, Thursday",39454.87,2610.77
"2022 Mar 11, Friday",38670.76,2553.78
"2022 Mar 12, Saturday",38767.98,2566.82
"2022 Mar 13, Sunday",37780.14,2514.32
"2022 Mar 14, Monday",39644.88,2590.58
"2022 Mar 15, Tuesday",39361.36,2623.84
"2022 Mar 16, Wednesday",41109.85,2773.76
"2022 Mar 17, Thursday",40964.07,2815.39
"2022 Mar 18, Friday",41806.03,2939.44
"2022 Mar 19, Saturday",42219.55,2951.22
"2022 Mar 20, Sunday",41271.13,2861.42
"2022 Mar 21, Monday",41009.98,2891.29
"2022 Mar 22, Tuesday",42359.88,2968.32
"2022 Mar 23, Wednesday",42940.28,3039.17
"2022 Mar 24, Thursday",43979.48,3108.99
"2022 Mar 25, Friday",44355.11,3105.64
"2022 Mar 26, Saturday",44548.42,3148.53
"2022 Mar 27, Sunday",46819.78,3290.57
"2022 Mar 28, Monday",47191.31,3339.94
"2022 Mar 29, Tuesday",47430.74,3400.05
"2022 Mar 30, Wednesday",47022.82,3380.97
"2022 Mar 31, Thursday",45475.83,3281.25
"2022 Apr 01, Friday",46222.43,3450.72
"2022 Apr 02, Saturday",45871.46,3449.8
"2022 Apr 03, Sunday",46358.05,3520.05
"2022 Apr 04, Monday",46568.89,3517.62
"2022 Apr 05, Tuesday",45449.25,3399.15
"2022 Apr 06, Wednesday",43206.04,3172.23
"2022 Apr 07, Thursday",43432.08,3227.08
"2022 Apr 08, Friday",42281.5,3195.3
"2022 Apr 09, Saturday",42773.37,3262.31
"2022 Apr 10, Sunday",42177.2,3204.92
"2022 Apr 11, Monday",39615.2,2985.91
"2022 Apr 12, Tuesday",40105.2,3030.79
"2022 Apr 13, Wednesday",41101.04,3117.13
"2022 Apr 14, Thursday",39910.05,3018.44
"2022 Apr 15, Friday",40566.6,3043.3
"2022 Apr 16, Saturday",40378.25,3059.46
"2022 Apr 17, Sunday",39670.73,2987.16
"2022 Apr 18, Monday",40817.48,3057.72
"2022 Apr 19, Tuesday",41480.25,3098.58
"2022 Apr 20, Wednesday",41350.25,3075.06
"2022 Apr 21, Thursday",40464.52,2984.26
"2022 Apr 22, Friday",39708.2,2960.49
"2022 Apr 23, Saturday",39468.1,2932.77
"2022 Apr 24, Sunday",39489.71,2925.7
"2022 Apr 25, Monday",40490.41,3010.19
"2022 Apr 26, Tuesday",38102.78,2810.32
"2022 Apr 27, Wednesday",39188.42,2883.7
"2022 Apr 28, Thursday",39737.71,2936.87
"2022 Apr 29, Friday",38597.17,2817.14
"2022 Apr 30, Saturday",37658.53,2728.16
"2022 May 01, Sunday",38496.42,2828.17
"2022 May 02, Monday",38488.36,2854.79
"2022 May 03, Tuesday",37708.41,2779.99
"2022 May 04, Wednesday",39671.83,2939.84
"2022 May 05, Thursday",36516.79,2745.11
"2022 May 06, Friday",36013.22,2694.25
"2022 May 07, Saturday",35445.54,2636.53
"2022 May 08, Sunday",34089.76,2522.93
"2022 May 09, Monday",30176.73,2236.68
"2022 May 10, Tuesday",30961.83,2339.47
"2022 May 11, Wednesday",29027.82,2079.77
"2022 May 12, Thursday",28959.93,1961.1
"2022 May 13, Friday",29292.4,2011.55
"2022 May 14, Saturday",30012.62,2053.09
"2022 May 15, Sunday",31258.75,2138.05
"2022 May 16, Monday",29854.67,2021.08
"2022 May 17, Tuesday",30391.04,2087.26
"2022 May 18, Wednesday",28762.93,1919.15
"2022 May 19, Thursday",30258.84,2017.92
"2022 May 20, Friday",29138.15,1955.22
"2022 May 21, Saturday",29426.6,1974.19
"2022 May 22, Sunday",30221.12,2037.42
"2022 May 23, Monday",29095.68,1972.79
"2022 May 24, Tuesday",29605.66,1975.86
"2022 May 25, Wednesday",29487.83,1940.21
"2022 May 26, Thursday",29160.96,1790.82
"2022 May 27, Friday",28608.55,1726.53
"2022 May 28, Saturday",28974.3,1790.18
"2022 May 29, Sunday",29441.17,1810.0
"2022 May 30, Monday",31691.54,1995.37
"2022 May 31, Tuesday",31804.27,1941.45
"2022 Jun 01, Wednesday",29779.16,1815.98
"2022 Jun 02, Thursday",30428.98,1832.03
"2022 Jun 03, Friday",29684.67,1775.49
"2022 Jun 04, Saturday",29832.02,1803.95
"2022 Jun 05, Sunday",29893.98,1805.59
"2022 Jun 06, Monday",31324.88,1856.85
"2022 Jun 07, Tuesday",31073.76,1810.96
"2022 Jun 08, Wednesday",30195.33,1792.86
"2022 Jun 09, Thursday",30070.71,1786.12
"2022 Jun 10, Friday",29061.88,1660.5
"2022 Jun 11, Saturday",28381.45,1529.35
"2022 Jun 12, Sunday",26633.35,1439.38
"2022 Jun 13, Monday",22333.0,1202.01
"2022 Jun 14, Tuesday",22122.57,1208.25
"2022 Jun 15, Wednesday",22544.07,1236.47
"2022 Jun 16, Thursday",20336.62,1064.91
"2022 Jun 17, Friday",20421.22,1082.01
"2022 Jun 18, Saturday",18989.21,996.44
"2022 Jun 19, Sunday",20520.28,1126.05
"2022 Jun 20, Monday",20534.33,1125.59
"2022 Jun 21, Tuesday",20675.12,1123.72
"2022 Jun 22, Wednesday",19997.23,1050.99
"2022 Jun 23, Thursday",21121.55,1145.77
"2022 Jun 24, Friday",21206.32,1222.92
"2022 Jun 25, Saturday",21474.76,1240.99
"2022 Jun 26, Sunday",21025.22,1196.82
"2022 Jun 27, Monday",20718.74,1190.69
"2022 Jun 28, Tuesday",20251.34,1142.71
"2022 Jun 29, Wednesday",20094.43,1098.29
"2022 Jun 30, Thursday",19837.58,1065.24
"2022 Jul 01, Friday",19270.3,1059.5
"2022 Jul 02, Saturday",19210.52,1065.0
"2022 Jul 03, Sunday",19283.07,1072.36
"2022 Jul 04, Monday",20205.89,1150.18
"2022 Jul 05, Tuesday",20171.1,1132.35
"2022 Jul 06, Wednesday",20556.8,1187.07
"2022 Jul 07, Thursday",21657.39,1238.93
"2022 Jul 08, Friday",21582.54,1212.87
"2022 Jul 09, Saturday",21573.37,1216.39
"2022 Jul 10, Sunday",20806.95,1166.05
"2022 Jul 11, Monday",19942.91,1095.16
"2022 Jul 12, Tuesday",19302.71,1038.29
"2022 Jul 13, Wednesday",20206.62,1112.89
"2022 Jul 14, Thursday",20583.48,1192.69
"2022 Jul 15, Friday",20838.39,1231.64
"2022 Jul 16, Saturday",21195.28,1356.78
"2022 Jul 17, Sunday",20762.12,1336.7
"2022 Jul 18, Monday",22368.75,1574.77
"2022 Jul 19, Tuesday",23410.92,1544.26
"2022 Jul 20, Wednesday",23237.11,1522.13
"2022 Jul 21, Thursday",23140.92,1574.49
"2022 Jul 22, Friday",22706.35,1536.93
"2022 Jul 23, Saturday",22457.13,1550.32
"2022 Jul 24, Sunday",22592.39,1599.96
"2022 Jul 25, Monday",21248.31,1436.4
"2022 Jul 26, Tuesday",21277.3,1454.91
"2022 Jul 27, Wednesday",22986.74,1637.18
"2022 Jul 28, Thursday",23875.62,1727.16
"2022 Jul 29, Friday",23817.5,1726.67
"2022 Jul 30, Saturday",23643.31,1697.81
"2022 Jul 31, Sunday",23296.14,1676.93
"2022 Aug 01, Monday",23250.19,1629.76
"2022 Aug 02, Tuesday",23005.22,1633.14
"2022 Aug 03, Wednesday",22820.48,1618.2
"2022 Aug 04, Thursday",22604.63,1607.87
"2022 Aug 05, Friday",23285.14,1734.8
"2022 Aug 06, Saturday",22960.16,1691.2
"2022 Aug 07, Sunday",23187.41,1700.46
"2022 Aug 08, Monday",23824.9,1778.85
"2022 Aug 09, Tuesday",23138.91,1701.56
"2022 Aug 10, Wednesday",23982.75,1854.17
"2022 Aug 11, Thursday",23956.28,1882.45
"2022 Aug 12, Friday",24398.29,1957.98
"2022 Aug 13, Saturday",24447.08,1982.92
"2022 Aug 14, Sunday",24301.71,1935.3
"2022 Aug 15, Monday",24092.27,1897.46
"2022 Aug 16, Tuesday",23861.8,1878.12
"2022 Aug 17, Wednesday",23357.89,1835.35
"2022 Aug 18, Thursday",23175.9,1844.48
"2022 Aug 19, Friday",20850.04,1610.61
"2022 Aug 20, Saturday",21151.45,1577.16
"2022 Aug 21, Sunday",21513.86,1618.7
"2022 Aug 22, Monday",21403.82,1624.45
"2022 Aug 23, Tuesday",21529.34,1666.04
"2022 Aug 24, Wednesday",21358.67,1656.07
"2022 Aug 25, Thursday",21518.35,1692.56
"2022 Aug 26, Friday",20230.18,1505.42
"2022 Aug 27, Saturday",20018.43,1490.52
"2022 Aug 28, Sunday",19582.83,1429.34
"2022 Aug 29, Monday",20291.07,1551.92
"2022 Aug 30, Tuesday",19835.7,1527.89
"2022 Aug 31, Wednesday",20025.48,1552.8
"2022 Sep 01, Thursday",20112.51,1583.83
"2022 Sep 02, Friday",19946.87,1573.69
"2022 Sep 03, Saturday",19840.11,1556.86
"2022 Sep 04, Sunday",20006.54,1579.69
"2022 Sep 05, Monday",19807.74,1619.47
"2022 Sep 06, Tuesday",18777.0,1557.52
"2022 Sep 07, Wednesday",19286.23,1630.67
"2022 Sep 08, Thursday",19320.01,1633.78
"2022 Sep 09, Friday",21355.55,1717.27
"2022 Sep 10, Saturday",21660.39,1777.06
"2022 Sep 11, Sunday",21818.08,1763.22
"2022 Sep 12, Monday",22412.6,1717.77
"2022 Sep 13, Tuesday",20164.09,1573.07
"2022 Sep 14, Wednesday",20216.63,1632.21
"2022 Sep 15, Thursday",19690.75,1472.63
"2022 Sep 16, Friday",19784.17,1431.89
"2022 Sep 17, Saturday",20117.18,1468.55
"2022 Sep 18, Sunday",19425.05,1335.14
"2022 Sep 19, Monday",19553.1,1378.58
"2022 Sep 20, Tuesday",18869.22,1321.44
"2022 Sep 21, Wednesday",18488.54,1248.59
"2022 Sep 22, Thursday",19402.35,1326.17
"2022 Sep 23, Friday",19304.43,1328.44
"2022 Sep 24, Saturday",18944.06,1318.87
"2022 Sep 25, Sunday",18788.61,1293.64
"2022 Sep 26, Monday",19224.81,1336.26
"2022 Sep 27, Tuesday",19072.97,1329.78
"2022 Sep 28, Wednesday",19407.62,1337.53
"2022 Sep 29, Thursday",19610.61,1336.26
"2022 Sep 30, Friday",19415.8,1328.1
"2022 Oct 01, Saturday",19308.76,1310.97
"2022 Oct 02, Sunday",19072.29,1277.03
"2022 Oct 03, Monday",19640.84,1323.81
"2022 Oct 04, Tuesday",20344.37,1362.86
"2022 Oct 05, Wednesday",20152.33,1351.97
"2022 Oct 06, Thursday",19962.19,1351.95
"2022 Oct 07, Friday",19524.22,1330.73
"2022 Oct 08, Saturday",19409.72,1314.59
"2022 Oct 09, Sunday",19437.02,1323.12
"2022 Oct 10, Monday",19104.67,1286.98
"2022 Oct 11, Tuesday",19069.69,1280.22
"2022 Oct 12, Wednesday",19157.32,1294.31
